assertion:wikipedia:list-of-zx-spectrum-games:knight-lore:title-seed:knight-lore,wikipedia,game,Knight Lore,title_seed,game,Knight Lore,ZX Spectrum,1984,Title-only seed,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:knight-lore
assertion:wikipedia:list-of-zx-spectrum-games:knight-orc:developer-as-printed:level-9,wikipedia,game,Knight Orc,developer_as_printed,organisation,Level 9,ZX Spectrum,1987,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:knight-orc
assertion:wikipedia:list-of-zx-spectrum-games:knight-orc:publisher-as-printed:rainbird-software,wikipedia,game,Knight Orc,publisher_as_printed,organisation,Rainbird Software,ZX Spectrum,1987,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:knight-orc
assertion:wikipedia:list-of-zx-spectrum-games:knight-orc:release-date-as-printed:1987,wikipedia,game,Knight Orc,release_date_as_printed,date,1987,ZX Spectrum,1987,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:knight-orc
assertion:wikipedia:list-of-zx-spectrum-games:knight-orc:title-seed:knight-orc,wikipedia,game,Knight Orc,title_seed,game,Knight Orc,ZX Spectrum,1987,Title-only seed,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:knight-orc
assertion:wikipedia:list-of-zx-spectrum-games:knight-rider:developer-as-printed:ocean-software,wikipedia,game,Knight Rider,developer_as_printed,organisation,Ocean Software,ZX Spectrum,1986,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:knight-rider
assertion:wikipedia:list-of-zx-spectrum-games:knight-rider:publisher-as-printed:ocean-software,wikipedia,game,Knight Rider,publisher_as_printed,organisation,Ocean Software,ZX Spectrum,1986,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:knight-rider
assertion:wikipedia:list-of-zx-spectrum-games:knight-rider:release-date-as-printed:1986,wikipedia,game,Knight Rider,release_date_as_printed,date,1986,ZX Spectrum,1986,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:knight-rider
assertion:wikipedia:list-of-zx-spectrum-games:knight-rider:title-seed:knight-rider,wikipedia,game,Knight Rider,title_seed,game,Knight Rider,ZX Spectrum,1986,Title-only seed,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:knight-rider
assertion:wikipedia:list-of-zx-spectrum-games:knight-tyme:developer-as-printed:david-jones-david-whittaker-ray-owen,wikipedia,game,Knight Tyme,developer_as_printed,organisation,"David Jones, David Whittaker , Ray Owen",ZX Spectrum,1986,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:knight-tyme
assertion:wikipedia:list-of-zx-spectrum-games:knight-tyme:publisher-as-printed:mastertronic-added-dimension,wikipedia,game,Knight Tyme,publisher_as_printed,organisation,Mastertronic Added Dimension,ZX Spectrum,1986,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:knight-tyme
assertion:wikipedia:list-of-zx-spectrum-games:knight-tyme:release-date-as-printed:1986,wikipedia,game,Knight Tyme,release_date_as_printed,date,1986,ZX Spectrum,1986,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:knight-tyme
